,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,webcam,weight,price,screen_pixels,screen_width,screen_height
36,Laptop Asus VivoBook M1405YA-KM047W (R5 7530U/8GB RAM/512GB SSD/14 Oled/Win11/Bạc),Asus,AMD,Ryzen 5,8,24,amd,SSD,512,Windows 11,14,FHD,50.0,1,1.22 ,14349000,2880x1800,2880,1800
37,Laptop Lenovo IdeaPad Gaming 3 15ARH7 (82SB00BBVN) (R5 6600H/16GB RAM/512GB SSD/15.6 FHD 120Hz/RTX 3050 4GB/Win11/Xám),Lenovo,AMD,Ryzen 5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,1,2.32 ,17299000,1920x1080,1920,1080
38,Laptop MSI Modern 15 (B7M-231VN) (R5 7530U/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),MSI,AMD,Ryzen 5,16,16,amd,SSD,512,Windows 11,15.6,FHD,39.0,1,1.75 ,13290000,1920x1080,1920,1080
39,Laptop Asus VivoBook E1404FA-NK177W (R5 7520U/16GB RAM/512GB SSD/14 FHD/Win11/Bạc),Asus,AMD,Ryzen 5,16,16,amd,SSD,512,Windows 11,14.0,FHD,42.0,1,1.38 ,12549000,1920x1080,1920,1080
40,Laptop Asus Gaming TUF FX506HF-HN078W (i5 11260H/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Đen),Asus,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,48.0,1,2.30 ,17199000,1920x1080,1920,1080
41,Laptop Acer Gaming Aspire 7 A715-76G-59MW (NH.QMYSV.001) (i5 12450H/8GB RAM/512GB SSD/RTX2050 4G/15.6 inch FHD//Win11/Đen/Vỏ nhôm) (2023),Acer,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,50.0,1,2.1,17799000,1920x1080,1920,1080
42,Laptop MSI Gaming Cyborg 15 (A12UCX-618VN) (i5 12450H/16GB/512GB SSD/RTX2050 4GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i5,16,64,nvidia,SSD,512,Windows 11,15.6,FHD,53.5,1,1.98 ,17499000,1920x1080,1920,1080
43,Laptop Lenovo Gaming LOQ 15IAX9 (83GS001RVN) (i5 12450HX/12GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 6G/Win11/Xám),Lenovo,Intel,i5,12,32,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,1,2.4 ,20299000,1920x1080,1920,1080
44,Laptop MSI Gaming GF63 Thin (12UC-887VN) (i7-12650H/8GB RAM/512GB SSD/RTX3050 Max Q 4GB/15.6 inch FHD 144Hz IPS/Win11/Đen),MSI,Intel,i7,8,64,intel,SSD,512,Windows 11,15.6,FHD,51.0,1,1.86 ,19340000,1920x1080,1920,1080
45,Laptop Acer Gaming Nitro 5 AN515-58-769J (NH.QFHSV.003) (i7 12700H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen) ,Acer,Intel,i7,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,1,2.5 ,22349000,1920x1080,1920,1080
46,Laptop MSI Gaming Cyborg 15 (A12VE-240VN) (i7 12650H/8GB/512GB SSD/RTX4050 6GB/15.6FHD 144Hz/Win11/Đen),MSI,Intel,i5,8,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,1.98 ,22840000,1920x1080,1920,1080
47,Laptop Gigabyte G5 (KF-E3VN333SH) (i5 12500H/8GB RAM/512GB SSD/RTX4060 8G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1,1.9 ,23599000,1920x1080,1920,1080
48,Laptop Acer Gaming Aspire 7 A715-76G-5806 (NH.QMFSV.002) (i5 12450H/16GB RAM/512GB SSD/RTX 3050 4G/15.6 inch FHD 144Hz/Win11/Đen/Vỏ nhôm) ,Acer,Intel,i5,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,50.0,1,2.1,20299000,1920x1080,1920,1080
49,Laptop Acer Gaming Predator Helios Neo PHN16-71-779X (NH.QLUSV.00B) (i7-13700HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen),Acer,Intel,i7,16,16,intel,SSD,512,Windows 11,16,FHD,90.0,1,2.7 ,41849000,2560x1600,2560,1600
50,Laptop Acer Gaming Aspire 5 A515-58GM-59LJ (i5 13420H/8GB RAM/512GB SSD/RTX2050 4G/15.6 inch FHD IPS/Win11/Xám) (2023),Acer,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,1.7,16299000,1920x1080,1920,1080
51,LAPTOP ACER GAMING ASPIRE 7 A715-76-57CY (NH.QGESV.004) (I5 12450H/8GB RAM/512GB SSD/15.6 INCH FHD//WIN11/ĐEN/VỎ NHÔM),Acer,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,2.1,13299000,1920x1080,1920,1080
52,Laptop MSI Gaming Katana 15 (B13VGK-1211VN) ((i7 13620H/16GB RAM/1TB SSD/RTX4070 8GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i7,8,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,2.2 ,40340000,1920x1080,1920,1080
53,Laptop Asus Gaming TUF FX506HF-HN014W (i5 11400H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Đen),Asus,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,48.0,1,1.7,16299000,1920x1080,1920,1080
54,Laptop Asus Gaming TUF FX507ZC4-HN099W (i7 12700H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Xám),Asus,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1,2.20 ,21349000,1920x1080,1920,1080
55,Laptop Lenovo Legion Slim 5 16IRH8 (82YA00BSVN) (i5 13500H/16GB RAM/512GB SSD/16 WQXGA 165hz/RTX 4050 6G/Win11/Xám),Lenovo,Intel,i5,8,32,nvidia,SSD,512,Windows 11,16,FHD,80.0,1,2.55 ,32299000,2560x1600,2560,1600
56,Laptop Asus Gaming TUF FX507ZV4-LP042W (i7 12700H/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4060 8GB/Win11/Xám),Asus,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,1,2.20 ,28649000,1920x1080,1920,1080
57,Laptop Acer Gaming Nitro 5 AN515-57-5669 (NH.QEHSV.001) (i5 11400H/8GBRam/512GB SSD/GTX1650 4G/15.6 inch FHD 144Hz/Win 11/Đen),Acer ,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,57.0,1,2.2 ,16299000,1920x1080,1920,1080
58,Laptop Lenovo Gaming LOQ 15IAX9 (83GS000RVN) (i5 12450HX/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4050 6G/Win11/Xám),Lenovo,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,1,2.4 ,24299000,1920x1080,1920,1080
59,Laptop Lenovo Legion 5 15IAH7 (82RC008RVN) (i5 12500H/16GB RAM/512GB SSD/15.6 FHD 165hz/RTX 3050 4GB/Win11/Xám),Lenovo,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,80.0,1,2.35 ,25299000,1920x1080,1920,1080
60,Laptop MSI Gaming Katana GF66 (12UCK-804VN) (i7 12650H 8GB RAM/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i7,8,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,2.1 ,22349000,1920x1080,1920,1080
61,Laptop MSI Gaming Crosshair 15 (B12UEZ-460VN) (i7 12700H/ 16GB RAM/1TB SSD/RTX3060 6G/15.6 inch QHD 165Hz/win 11) (2022) ,MSI,Intel,i7,16,64,nvidia,SSD,1024,Windows 11,15.6,QHD,53.5,1,2.3 ,20840000,2560x1440,2560,1440
62,Laptop MSI Gaming GF63 Thin (11UD-473VN) (i5 11400H/8GB RAM/512GBSSD/RTX3050Ti 4G/15.6 inch FHD/Win11),MSI,Intel,i5,8,32,nvidia,SSD,512,Windows 10,15.6,FHD,51.0,1,1.86 ,21290000,1920x1080,1920,1080
63,Laptop MSI Gaming Cyborg 15 (A13UC-861VN) (i5-13420H /16GB/512GB SSD/RTX 3050 4GB/ 15.6FHD 144Hz IPS/Win11/Đen) (2024),MSI,Intel,i5,16,96,nvidia,SSD,512,Windows 11,15.6,FHD,53.5,1,1.98 ,20790000,1920x1080,1920,1080
64,Laptop MSI Gaming Katana GF66 (11UE-824VN) (i7 11800H 16GB RAM/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win11/Đen) ,MSI,Intel,i7,16,32,intel,SSD,512,Windows 10,15.6,FHD,53.5,1,2.1 ,27340000,1920x1080,1920,1080
65,Laptop MSI Gaming Katana GF66 (12UCK-699VN) (i5 12450H 8GB RAM/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win11/Đen) (2022),MSI,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,2.1 ,17299000,1920x1080,1920,1080
66,Laptop MSI Gaming Katana GF66 (12UDK-814VN) (i7 12650H 16GB RAM/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i7,16,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,2.1 ,25340000,1920x1080,1920,1080
67,Laptop MSI Gaming GF63 Thin (11SC-664VN) (i5-11400H/8GB RAM/512GB SSD/GTX1650 4GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,51.0,1,1.86 ,14490000,1920x1080,1920,1080
68,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71023331) (i7-13800H/16GB RAM/512GB SSD/RTX A500 4GB/15.6 inch FHD/Ubuntu/Xám) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,15.6,FHD,64.0,1,1.795 ,43349000,1920x1080,1920,1080
69,Laptop Gigabyte Gaming AERO 16 (XE5-73VN938AH) (i7 12700H /16GBRam/2TB SSD/RTX3070Ti 8G/16.0 inch UHD+ AMOLED/Win 11/Bạc) (2022),Gigabyte,Intel,i7,16,16,nvidia,SSD,2048,Windows 11,15.6,FHD,99.0,1,2.3 ,46349000,1920x1080,1920,1080
70,"Laptop Dell Workstation Mobile Precision 5680 vPro Enterprise (71023332) (i7-13800H/16GB RAM/512GB SSD/RTX2000 ADA 8GB, 16 inch FHD+/Ubuntu/Xám) ",Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,16,FHD,100.0,1,1.905 ,83349000,1920x1200,1920,1200
71,Laptop Dell Mobile Precision Workstation 7680 vPro (71024681) (i7-13850HX/32GB RAM/1TB SSD/RTX2000 Ada 8GB/16 inch FHD+/ Win 11 Pro/Xám) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,16,FHD,83.0,1,2.60 ,79349000,1920x1200,1920,1200
72,Laptop Acer Gaming Predator Helios Neo PHN16-71-547E (NH.QLUSV.00A) (i5-13500HX /16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen),Acer,Intel,i5,16,16,intel,SSD,512,Windows 11,16,FHD,90.0,1,2.6 ,40299000,2560x1600,2560,1600
73,Laptop Dell Mobile Precision Workstation 7680 vPro (71023334) (i7-13850HX /16GB RAM/512GB SSD/RTX2000 Ada 8GB/16 inch FHD+/Ubuntu/Xám) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,16,FHD,83.0,1,2.60 ,73049000,1920x1200,1920,1200
74,Laptop Dell Allienware Gaming M15 R6 (P109F001CBL) (i7 11800H/32GB RAM/1TB SSD/RTX3060 6G/15.6 inch QHD 240Hz/Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,15.6,QHD,86.0,1,2.69,40349000,2560x1440,2560,1440
75,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024679) (i7-13800H/ 32GB RAM/1TB SSD/A1000 6GB/15.6 inch FHD/Win 11 Pro/Xám) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,15.6,FHD,64.0,1,1.795 ,56349000,1920x1080,1920,1080
76,Laptop Lenovo Legion Slim 5 16IRH8 (82YA00DTVN) (i7 13700H/16GB RAM/1TB SSD/16 WQXGA 165hz/RTX 4060 8G/Win11/Xám),Lenovo,Intel,i7,8,32,nvidia,SSD,1024,Windows 11,16,FHD,80.0,1,2.4 ,39849000,2560x1600,2560,1600
77,Laptop Dell Gaming G15 5520 (71000334) (i7 12700H/16GB RAM/ 512GB SSD/RTX3060 6G/15.6 inch FHD 165Hz/ Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1,1.89,34349000,1920x1080,1920,1080
78,Laptop Asus Gaming TUF FX517ZC-HN079W (i5 12450H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Trắng),Asus,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,76.0,1,1.7,19799000,1920x1080,1920,1080
79,Laptop Acer Nitro 5 Eagle AN515-57-53F9 (NH.QENSV.008) (i5 11400H/8GB RAM/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen),Acer,Intel,i5,8,32,intel,SSD,2048,Windows 11,15.6,FHD,57.5,1,2.2 ,20299000,1920x1080,1920,1080
80,Laptop Dell Workstation Mobile Precision 3480 vPro (71024682) (i7-1370P/32GB RAM/1TB SSD/RTX A500 4GB/14 inch FHD/ Win 11 Pro/Xám) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,14,FHD,54.0,1,1.39 ,49349000,1920x1080,1920,1080
81,Laptop Dell Workstation Mobile Precision 7560 vPro (01MTXT756011850H.01) (i7 11850H/16GB RAM/512GB SSD/RTX A4000 8G/15.6 inch FHD 500nits/Ubuntu/Xám),Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,15.6,FHD,95.0,1,2.45 ,77849000,1920x1080,1920,1080
82,Laptop Acer Gaming Nitro 5 Tiger AN515-58-5935 (NH.QLZSV.001) (i5 12450H/8GB Ram/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen) (2023),Acer,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,1,2.5 ,26099000,1920x1080,1920,1080
83,Laptop Asus ROG Zephyrus S GX502GW-ES021T (i7 9750H/16GB RAM/512GB SSD/15.6 inch FHD/RTX 2070 8GB/Win 10/Đen),Asus,Intel,i7,16,16,nvidia,SSD,512,Windows 10,15.6,FHD,76.0,0,2.063 ,57349000,1920x1080,1920,1080
84,Laptop Asus Gaming ROG Strix G512-IAL001T (i7 10750H/8GB RAM/512GB SSD/15.6 FHD 144hz/GTX 1650Ti 4GB/Win10/Đen),Dell,Intel,i7,8,16,nvidia,SSD,512,Windows 10,15.6,FHD,48.0,1,2.277 ,27119000,1920x1080,1920,1080
85,Laptop Dell Workstation Mobile Precision 5570 vPro (i7 12800H/16GB RAM/512GB SSD/RTX A2000 8G/15.6 inch UHD+/Cảm ứng/Ubuntu/Xám/vỏ nhôm),Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,15.6,FHD,41.0,1,1.88 ,74349000,3840x2400,3840,2400
86,Laptop Dell Workstation Mobile Precision 3571 vPro (i7 12800H/16GB RAM/512GB SSD/Nvidia T600 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,15.6,FHD,64.0,1,1.79 ,41049000,1920x1080,1920,1080
87,Laptop Dell Workstation Mobile Precision 3571 vPro (i7 12800H/16GB RAM/512GB SSD/RTX A1000 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i7,16,16,nvidia,SSD,512,Ubuntu,15.6,FHD,64.0,1,1.79 ,42049000,1920x1080,1920,1080
88,Laptop Gigabyte Gaming AORUS 15 (XE4-73VNB14GH) (i7 12700H /16GBRam/1TB SSD/RTX3070Ti 8G/15.6 inch QHD 165Hz/Win 11/Đen) (2022),Gigabyte,Intel,i7,16,16,nvidia,SSD,1024,Windows 11,15.6,FHD,99.0,1,2.4 ,37349000,1920x1080,1920,1080
89,Laptop Dell Gaming G15 5520 (i7H165W11GR3050Ti) (i7 12700H/16GB RAM/ 512GB SSD/RTX3050Ti 4G/15.6 inch FHD 165Hz/Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1,1.89,34349000,1920x1080,1920,1080
90,Laptop Acer Gaming Nitro 5 AN515-58-79UJ (NH.QHYSV.001) (i7 12700H/16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 165Hz/Win 11/Đen) ,Acer,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,1,2.5 ,37839000,1920x1080,1920,1080
91,Laptop Acer Gaming Predator Helios Neo PHN16-71-59TN (NH.QLUSV.003) (i5 13500HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm) ,Acer,Intel,i5,16,16,intel,SSD,512,Windows 11,16,FHD,90.0,1,2.6 ,39999000,2560x1600,2560,1600
92,Laptop Gigabyte Gaming AORUS 17 (XE5-73VN534GH) (i7 12700H /16GB Ram/1TB SSD/RTX3070Ti 8G/17.3 inch FHD 360Hz/Win 11/Đen) ,Gigabyte,Intel,i7,16,16,nvidia,SSD,1024,Windows 11,17.3,FHD,99.0,1,2.7 ,54449000,1920x1080,1920,1080
93,Laptop Acer Gaming Predator Helios 300 PH315-55-751D (NH.QFTSV.002) (i7 12700H/16GB RAM/512GB SSD/RTX3070Ti 8G/15.6 inch QHD 165Hz/Win 11/Đen) ,Acer,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,QHD,59.0,1,2.3 ,46349000,2560x1440,2560,1440
94,Laptop Acer Gaming Predator Helios Neo PHN16-71-54CD (NH.QLTSV.001) (i5 13500HX/8GB RAM/512GB SSD/RTX4050 6G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm) ,Acer,Intel,i5,8,16,intel,SSD,512,Windows 11,16,FHD,90.0,1,2.6 ,34999000,2560x1600,2560,1600
95,Laptop Asus Gaming TUF FX507VU-LP197W (i7 13620H/32GB RAM/512GB SSD/15.6 FHD 144hz/RTX4050 6GB/Win11/Xám),Asus,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,1,2.20 ,31349000,1920x1080,1920,1080
96,Laptop Asus Gaming TUF FX507VV-LP181W (i7 13620H/32GB RAM/512GB SSD/15.6 FHD 144hz/RTX4060 8GB/Win11/Xám),Asus,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,1,2.20 ,34349000,1920x1080,1920,1080
97,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024677) (i7-13800H/32GB RAM/1TB SSD/RTX A500 4GB/15.6 inch FHD/ Win 11 Pro/Xám),Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,15.6,FHD,64.0,1,1.795 ,52849000,1920x1080,1920,1080
98,	Laptop MSI Gaming GF63 Thin (11UC-1228VN) (i7-11800H/8GB RAM/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i7,8,32,intel,SSD,512,Windows 11,15.6,FHD,51.0,1,1.86 ,18340000,1920x1080,1920,1080
99,Laptop MSI Gaming Stealth 14 AI Studio (A1VFG-xxx) (Core Ultra 7 155H/32GB RAM/ 2TB SSD/RTX4060 8G/14 inch2.8K OLED/ Win11/Xanh) (2024),MSI,Intel,i5,32,96,nvidia,SSD,1024,Windows 11,14,FHD,41.0,1,1.7 ,49849000,2880x1800,2880,1800
100,Laptop MSI Gaming Katana 15 (B13VEK-252VN) (i7 13620H/8GB/512GB SSD/RTX4050 6GB/15.6FHD 144Hz/Win11/Đen/Balo Essential),MSI,Intel,i7,8,32,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,2.2 ,26340000,1920x1080,1920,1080
101,Laptop Gigabyte G5 (MF-E2VN333SH) (i5 12500H /8GB RAM/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1,1.9 ,22300000,1920x1080,1920,1080
102,Laptop MSI Gaming Cyborg 15 (A12UC-621VN) ((i5 12450H/8GB/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i5,8,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,1.98 ,18790000,1920x1080,1920,1080
103,Laptop Gigabyte Gaming G5 (GE-51VN263SH) (i5 12500H /8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8,64,intel,HDD,512,Windows 11,15.6,FHD,54.0,1,1.9 ,19299000,1920x1080,1920,1080
104,Laptop Acer Gaming Predator Helios Neo PHN16-71-74BA (NH.QLUSV.004) (i7 13700HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm),Acer,Intel,i7,16,16,intel,SSD,512,Windows 11,16,FHD,90.0,1,2.6 ,40349000,2560x1600,2560,1600
105,Laptop Acer Gaming Predator Helios 16 PH16-71-72BV (NH.QJRSV.001) (i7 13700HX/16GB RAM512GB SSD/RTX4070 8G/16 inch 2K 240Hz/Win 11/Đen/vỏ nhôm) ,Acer,Intel,i7,32,16,intel,SSD,512,Windows 11,16,FHD,90.0,1,2.6 ,53349000,2560x1600,2560,1600
106,Laptop Acer Gaming Nitro 5 Tiger AN515-58-773Y (NH.QFKSV.001) (i7 12700H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 11/Đen) (2022),Acer ,Intel,i7,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,1,2.5 ,26849000,1920x1080,1920,1080
107,Laptop Acer Aspire 7 A715-76G-73FM (NH.QMYSV.004) (i7 12650H/16GB/512GB SSD/ RTX2050 4G/15.6FHD 144Hz/ Win11/Đen),Acer,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,50.0,1,2.1,24349000,1920x1080,1920,1080
108,Laptop Lenovo Gaming LOQ 15IRX9 (83DV000MVN) (i5 13450HX/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX 4050 6G/Win11/Xám),Lenovo,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,1,2.4 ,25299000,1920x1080,1920,1080
109,Laptop Acer Gaming Nitro V ANV15-51-55CA (NH.QN8SV.004) (i5 13420H/16GB RAM/512GB SSD/RTX4050 6G/15.6inch FHD/Win11/Đen) ,Acer,Intel,i5,16,16,intel,SSD,2048,Windows 11,15.6,FHD,41.0,1,1.7,27299000,1920x1080,1920,1080
110,Laptop Acer Gaming Nitro V ANV15-51-75GS (NH.QN8SV.005) (i7-13620H/16GB RAM/512GB SSD/RTX4050 6GB/15.6 inch FHD 144Hz/Win11/Đen),Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,57.0,1,2.1,29949000,1920x1080,1920,1080
111,Laptop Asus Gaming TUF FX507VI-LP088W (i7 13620H/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4070 8GB/Win11/Xám),Asus,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,1,2.20 ,37349000,1920x1080,1920,1080
112,Laptop MSI Gaming Cyborg 15 (A12UCX-281VN) ((i5 12450H/8GB/512GB SSD/RTX2050 4GB/15.6FHD 144Hz/Win11/Đen/Balo Essential) ,MSI,Intel,i5,8,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,1.98 ,17290000,1920x1080,1920,1080
113,Laptop MSI Gaming GF63 Thin (12UCX-841VN) (i5-12450H/8GB RAM/512GB SSD/RTX2050 4GB/15.6 inch FHD 144Hz IPS/Win11/Đen),MSI,Intel,i5,8,64,nvidia,SSD,512,Windows 11,15.6,FHD,51.0,1,1.86 ,16290000,1920x1080,1920,1080
114,Laptop Asus Gaming TUF FX507ZC4-HN074W (i5 12500H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Xám),Asus,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1,2.20 ,19299000,1920x1080,1920,1080
115,Laptop Lenovo Gaming LOQ 15IAX9 (83GS001SVN) (i5 12450HX/12GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Xám),Lenovo,Intel,i5,12,32,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,1,2.4 ,18299000,1920x1080,1920,1080
116,Laptop MSI Gaming GF63 Thin (12VE-460VN) (i5-12450H/8GB RAM/512GB SSD/RTX4050 6GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,51.0,1,1.86 ,21789000,1920x1080,1920,1080
117,Laptop Acer Gaming Nitro 5 Tiger AN515-58-52SP (NH.QFHSV.001) (i5 12500H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen) (2022),Acer ,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,1,2.5 ,21299000,1920x1080,1920,1080
118,Laptop Acer Nitro V ANV15-51-58AN (NH.QNASV.001) (i5-13420H/8GB RAM/512GB SSD/RTX2050 4GB/15.6 inch FHD 144Hz/Win11/Đen) ,Acer,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,57.0,1,2.1,20299000,1920x1080,1920,1080
119,Laptop Acer Nitro V ANV15-51-72VS (NH.QNASV.004) (i7-13620H/16GB RAM/512GB SSD/RTX2050 4GB/15.6 inch FHD 144Hz/Win11/Đen),Acer,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,57.0,1,2.1,25349000,1920x1080,1920,1080
120,Laptop MSI Gaming Cyborg 15 (A12VF-267VN) (i7 12650H/8GB RAM/512GB SSD/RTX4060 8GB/15.6 inch FHD 144Hz/Win11/Đen) ,MSI,Intel,i5,8,64,intel,SSD,512,Windows 11,15.6,FHD,53.5,1,1.98 ,25340000,1920x1080,1920,1080
121,Laptop Asus VivoBook A1505VA-L1491W  (i7 13700H/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),Asus,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,50.0,1,1.70 ,20349000,1920x1080,1920,1080
122,Laptop HP 14-dq5122TU (8W356PA) (i3 1215U/8GB RAM/256GB SSD/14 FHD/Win11/Bạc),HP,Intel,i3,4,16,intel,SSD,256,Windows 11,14.0,FHD,41.04,1,1.40 ,10599000,1920x1080,1920,1080
123,Laptop Lenovo Thinkpad E16 Gen 1 (21JN00FQVN) (i7 13700H/32GB RAM/1TB SSD/16 WUXGA/Win11/Đen),Lenovo,Intel,i7,16,48,intel,SSD,1024,Windows 11,16,WUXGA,41.0,1,1.7,28349000,1920x1200,1920,1200
124,Laptop HP 14-ep0112TU (8C5L1PA) (i5 1335U/16GB RAM/512GB SSD/14 FHD/Win11/Bạc),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,41.04,1,1.40 ,17299000,1920x1080,1920,1080
