,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,webcam,weight,price,screen_pixels,screen_width,screen_height
282,Laptop Vaio FE 15 (VWNC51527-SL) (i5-1235U/8GB RAM/512GB SSD/15.6 inch FHD IPS/Win11/Bạc) (NK_Bảo hành tại HACOM),VAIO,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.8,17899000,1920x1080,1920,1080
283,Laptop Dell Inspiron 5620 (N6I7004W1) (i7 1255U 16GB RAM/512GB SSD/MX570 2G/16.0 inch FHD+/Win11/Office HS21/Bạc),Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,16.0,FHD,54.0,1,1.91,27049000,1920x1200,1920,1200
284,Laptop Dell Vostro 5620 (VWXVW) (i5 1240P 16GB/512GB SSD/MX570 2GB/16 FHD+/Win11/Office HS21/Xám),Dell,Intel,i5,16,16,nvidia,SSD,512,Windows 11,16.0,FHD,54.0,1,1.91,24299000,1920x1200,1920,1200
285,Laptop Dell Inspiron 3530 (71011775) (i7 1355U 8GB/512GB SSD/15.6FHD/Win11/Office HS21/Đen),Dell,Intel,i7,8,32,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,20149000,1920x1080,1920,1080
286,Laptop Asus VivoBook A415EA-EB1474W (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win11/Đen),Asus,Intel,i5,8,16,intel,SSD,512,Windows 11,14.0,FHD,42.0,1,1.40 ,16299000,1920x1080,1920,1080
287,Laptop Dell Latitude 3520 (70280543) (i5 1135G7 8GB RAM/256GB SSD/15.6 inch FHD/Win11/Đen) (2021),Dell,Intel,i5,8,32,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.79,17299000,1920x1080,1920,1080
288,Laptop Dell Inspiron 3520 (N5I5122W1) (i5 1235U 8GB RAM/256GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen),Dell,Intel,i5,8,16,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.65,15799000,1920x1080,1920,1080
289,Laptop Dell Inspiron 3520 (N3520-i3U082W11BLU) (i3 1215U 8GB RAM/256GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen),Dell,Intel,i3,8,32,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.65,12299000,1920x1080,1920,1080
290,Laptop Dell Latitude 3540 (71021489) (i7-1355U/16GB RAM/512GB SSD/ 15.6 inch FHD/ Fedora/Xám),Dell,Intel,i7,16,16,intel,SSD,512,Fedora,15.6,FHD,42.0,1,1.86 ,25749000,1920x1080,1920,1080
291,Laptop Dell Latitude 9440 2-in-1 (71021494) (i7-1365U/16GB RAM/512GB SSD/14 inch QHD /Cảm ứng/ Bút/Win 11 Pro/Xám),Dell,Intel,i7,16,16,intel,SSD,512,Windows 11,14,QHD,60.0,1,1.53 ,70349000,2560x1600,2560,1600
292,"Laptop Lenovo Yoga S 7 Pro 14IAH7 (82UT006CVN) (i7 12700H/16GB RAM/512GB SSD/14"" OLED 2.8K/90Hz/Win11/Xám)",Lenovo,Intel,i7,16,16,intel,SSD,512,Windows 11,14,FHD,61.0,1,1.40 ,21849000,2880x1800,2880,1800
293,Laptop Dell Latitude 3540 (71024262) (i7-1355U/16GB RAM/512GB SSD/15.6 inch HD/Fedora/Xám),Dell,Intel,i7,16,16,intel,SSD,512,Fedora,15.6,FHD,42.0,1,1.86 ,25049000,1366x768,1366,768
294,Laptop Dell Latitude 5440 (71021491) (i5-1335U/8GB RAM/256GB SSD/14 inch FHD/Fedora/Xám),Dell,Intel,i5,8,16,intel,SSD,512,Fedora,14.0,FHD,42.0,1,1.39 ,23099000,1920x1080,1920,1080
295,Laptop Dell Latitude 3540 (71021486) (i3-1315U/8GB RAM/256GB SSD/15.6 inch FHD/Xám/Fedora),Dell,Intel,i3,8,16,intel,SSD,512,Fedora,15.6,FHD,42.0,1,1.86 ,16199000,1920x1080,1920,1080
296,Laptop Dell Latitude 5440 (71021492) (i7-1355U/16GB RAM/512GB SSD/14 inch FHD/ Fedora/Xám),Dell,Intel,i7,16,16,intel,SSD,512,Fedora,14.0,FHD,42.0,1,1.39 ,30349000,1920x1080,1920,1080
297,Laptop Dell Latitude 3540 (71021488) (i7-1355U/8GB RAM/512GB SSD/ 15.6 inch FHD/ Fedora/Xám),Dell,Intel,i7,8,16,intel,SSD,512,Fedora,15.6,FHD,42.0,1,1.86 ,23049000,1366x768,1366,768
298,Laptop Dell Latitude 5330 (27KJ4) (i5 1245U/16GB RAM/256GB  SSD/13.3 inch FHD/Cảm ứng/Win11 Pro/Xám) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16,16,intel,SSD,256,Windows 11,13.3,FHD,41.0,1,1.2,17599000,1920x1080,1920,1080
299,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024679) (i7-13800H/ 32GB RAM/1TB SSD/A1000 6GB/15.6 inch FHD/Win 11 Pro/Xám) ,Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,15.6,FHD,64.0,1,1.795 ,56349000,1920x1080,1920,1080
300,Laptop Lenovo IdeaPad Slim 5 16AIH8 (83BG004EVN) (i5 12450H/16GB RAM/1TB SSD/16 WUXGA/Win11/Xám),Lenovo,Intel,i5,4,16,intel,SSD,1024,Windows 11,16,WUXGA,56.6,1,1.89 ,15799000,1920x1200,1920,1200
301,"Laptop Lenovo Thinkpad E14 Gen 5 (21JK006QVA) (i5 1335U/8GB RAM/512GB SSD/14"" WUXGA /Dos/ Đen)",Lenovo,Intel,i5,8,40,intel,SSD,512,Dos,14,WUXGA,47.0,1,1.53 ,18299000,1920x1200,1920,1200
302,Laptop HP Pavilion 14-dv2077TU(7C0W3PA) (i5 1235U/8GB RAM/256GB SSD/14 FHD/Win11/Bạc),HP,Intel,i5,8,16,intel,SSD,256,Windows 11,14.0,FHD,41.0,1,1.6 ,15299000,1920x1080,1920,1080
303,Laptop HP ProBook 430 G8 (51X35PA) (i5 1135G7/4GB RAM/256GB SSD /13.3 FHD/Win/Bạc),Dell,Intel,i5,4,16,intel,SSD,256,Windows 10,15.6,FHD,45.0,1,1.263 ,18299000,1920x1080,1920,1080
304,Laptop Dell Vostro 3400 (i5 1135G7 16GB RAM/256GB SSD + 1TB HDD/MX330 2G/14.0 inch HD/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16,16,nvidia,HDD,256,Windows 11,14.0,FHD,42.0,1,1.64,13299000,1336x768,1336,768
305,Laptop Lenovo V14 Gen 4 (83FR0017VN) (i5 12500H/16GB RAM/512GB SSD/14 FHD/Dos/Đen),Lenovo,Intel,i5,8,16,intel,SSD,512,No OS,14,FHD,45.0,1,1.69 ,12299000,1920x1080,1920,1080
306,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024677) (i7-13800H/32GB RAM/1TB SSD/RTX A500 4GB/15.6 inch FHD/ Win 11 Pro/Xám),Dell,Intel,i7,32,16,nvidia,SSD,1024,Windows 11,15.6,FHD,64.0,1,1.795 ,52849000,1920x1080,1920,1080
307,Laptop HP Pavilion 14-dv2074TU(7C0P3PA) (i5 1235U/8GB RAM/512GB SSD/14 FHD/Win11/Vàng),HP,Intel,i5,8,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.6 ,16099000,1920x1080,1920,1080
308,Laptop HP Pavilion 15-eg3094TU (8C5L5PA) (i5 1335U/8GB RAM/512GB SSD/15.6 FHD/Win11/Vàng),HP,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,18499000,1920x1080,1920,1080
309,Laptop HP Pavilion 15-eg3092TU (8C5L3PA) (i7 1355U/8GB RAM/512GB SSD/15.6 FHD/Win11/Vàng),HP,Intel,i7,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,21949000,1920x1080,1920,1080
310,Laptop HP Pavilion 15-eg3091TU (8C5L2PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/Win11/Vàng),HP,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,23149000,1920x1080,1920,1080
311,Laptop HP Pavilion X360 14-ek1047TU (80R25PA) (i7 1355U/16GB RAM/512GB SSD/14 FHD Cảm ứng/Bút/Win11/Vàng),HP,Intel,i7,16,16,intel,SSD,512,Windows 11,14.0,FHD,43.3,1,1.53 ,25349000,1920x1080,1920,1080
312,Laptop Acer Aspire 3 A315-59-314F (NX.K6TSV.002) (i3 1215U/8GB RAM/256GB SSD/15.6 inch FHD/Win 11/Bạc),Acer,Intel,i3,8,32,intel,SSD,256,Windows 11,15.6,FHD,40.0,1,1.7,8999000,1920x1080,1920,1080
313,Laptop Acer Aspire 5 A514-56P-562P (NX.KHRSV.008) (i5-1335U/8GB RAM/ 512GB SSD/14 inch FHD+/Win11/Xám) ,Acer,Intel,i5,8,16,intel,SSD,512,Windows 11,14,WUXGA,50.0,1,1.5,15299000,1920x1200,1920,1200
314,Laptop Acer Aspire 5 A515-58P-71EJ (NX.KHJSV.00A) ((i7-1355U/16GB RAM/1TB SSD/15.6 inch FHD /Win11/Xám) ,Acer,Intel,i7,16,16,intel,SSD,1024,Windows 11,15.6,FHD,50.0,1,1.7,19849000,1920x1080,1920,1080
315,Laptop HP Pavilion X360 14-ek1048TU (80R26PA) (i5 1335U/8GB RAM/512GB SSD/14 FHD Cảm ứng/Bút/Win11/Vàng,HP,Intel,i5,8,16,intel,SSD,512,Windows 11,14.0,FHD,43.3,1,1.53 ,21099000,1920x1080,1920,1080
316,Laptop HP Pavilion 15-eg3112TU (8U6L9PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i7,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,23149000,1920x1080,1920,1080
317,Laptop Dell Vostro 3400 (i3 1115G4 8GB RAM/512GB SSD/14.0 inch HD/Ubuntu/Đen) (NK_Bảo hành tại HACOM)	,Dell,Intel,i3,8,16,intel,HDD,512,Ubuntu,14.0,FHD,42.0,1,1.64,9199000,1920x1080,1920,1080
318,Laptop Acer Aspire 3 A315-59-38PG (NX.K6TSV.00A) (i3 1215U/8GB RAM/512GB SSD/15.6 inch FHD/Win 11/Bạc),Acer,Intel,i3,8,32,intel,SSD,512,Windows 11,15.6,FHD,40.0,1,1.7,10899000,1920x1080,1920,1080
319,Laptop Dell Inspiron 16 5630 (N5630-i7P165W11SL2050) (i7 1360P 16GB RAM/512GB SSD/RTX2050 4G/16.0 inch FHD+/Win11/Office HS21/Bạc/Vỏ nhôm),Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,16.0,FHD,54.0,1,1.9,28949000,1920x1200,1920,1200
320,Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-78JH (NX.KHTSV.003) (i7 1355U/16GB RAM/512GB SSD/14.0inch WUXGA IPS/Cảm ứng/ Bút/Win11/ Xám) (2023),Acer,Intel,i7,16,16,intel,SSD,512,Windows 11,14,WUXGA,50.0,1,1.6,23349000,1920x1200,1920,1200
321,Laptop Acer Aspire 5 A514-55-5954 (NX.K5BSV.001) (i5 1235U/8GB RAM/512GB SSD/14.0 inch FHD/Win11/Xám) ,Acer,Intel,i5,8,20,intel,SSD,512,Windows 11,14.0,FHD,50.0,1,1.4,15299000,1920x1080,1920,1080
322,Laptop Dell Inspiron 5620 (N6I7110W1) (i7 1255U 8GB RAM/512GB SSD/16.0 inch FHD+/Win11/Office HS21/Bạc),Dell,Intel,i7,8,16,intel,SSD,512,Windows 11,16.0,FHD,54.0,1,1.91,21649000,1920x1200,1920,1200
323,Laptop Dell XPS 13 Plus 9320 (71013325) (i5 1340P/16GB RAM/512GB SSD/13.4 inch 3.5K OLED cảm ứng/Win11/OfficeHS21/Bạc/Vỏ nhôm) ,Dell,Intel,i5,16,16,intel,SSD,512,Windows 11,13.4,FHD,55.0,1,1.23,50299000,3456x2160,3456,2160
324,Laptop Acer Aspire 3 A315-58-529V (NX.ADDSV.00N) (i5 1135G7/4GB RAM /256GB SSD/15.6 inch FHD/Win 11/Bạc),Acer,Intel,i5,4,12,intel,SSD,256,Windows 11,15.6,FHD,36.7,1,1.7,11799000,1920x1080,1920,1080
325,Laptop Dell Vostro 3520 (i5 1135G7 16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Ubuntu/Đen) (NK_Bảo hành tại HACOM)	,Dell,Intel,i5,16,16,intel,SSD,512,Ubuntu,15.6,FHD,41.0,1,1.83,13399000,1920x1080,1920,1080
326,Laptop Dell Latitude 3520 (71004153) (i5 1135G7 8GB RAM/256GB SSD/15.6 inch FHD/Ubuntu/Đen) 	,Dell,Intel,i5,8,64,intel,SSD,256,Ubuntu,15.6,FHD,41.0,1,1.79,14799000,1920x1080,1920,1080
327,Laptop Asus X1402ZA-MW357W (i5 1240P/8GB RAM/256GB SSD/14 FHD Cảm ứng/Win11/Bạc),Asus,Intel,i5,8,40,intel,SSD,256,Windows 11,14.0,FHD,42.0,1,1.50 ,15299000,1920x1080,1920,1080
328,Laptop Dell Vostro 15 3530 (80GG91) (i7 1355U 16GB RAM/512GB SSD/MX550 2G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1,1.65,24049000,1920x1080,1920,1080
329,Laptop Lenovo Thinkpad T14S Gen 2 (20WM01SXVA) (i5 1135G7/16GB RAM/512GB SSD/14 FHD/Dos/Đen),Lenovo,Intel,i5,16,16,intel,SSD,512,No OS,14,FHD,57.0,1,1.36 ,20799000,1920x1080,1920,1080
330,Laptop Dell Vostro 3430 (V3430-i7U165W11GRD2) (i7 1355U 16GB/512GB SSD/MX550 2G/14.0FHD/Win11/OfficeHS21/Xám),Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,14.0,FHD,41.0,1,1.44,24349000,1920x1080,1920,1080
331,Laptop Dell Inspiron 3530 (71014840) (i5 1335U 8GB RAM/512GB SSD/MX550 2G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Bạc),Dell,Intel,i5,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,18899000,1920x1080,1920,1080
332,Laptop Dell Inspiron 3520 (i5 1135G7 8GB RAM/256GB SSD/15.6FHD Cảm ứng/Win11/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,8,16,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.83,12699000,1920x1080,1920,1080
333,LAPTOP ACER SWIFT 3 SF314-511-55QE CHUẨN INTEL EVO (NX.ABNSV.003) (I5-1135G7/16GBRAM/512GB SSD/14.0 INCH FHD IPS/WIN11/BẠC/VỎ NHÔM),Acer ,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,56.0,1,1.19,14599000,1920x1080,1920,1080
334,"Laptop Dell Vostro 3430 (71015715) (i3 1305U 8GB RAM/256GB SSD/ 14"" FHD/Win11/OfficeHS21/Xám)",Dell,Intel,i3,8,16,intel,SSD,256,Windows 11,14.0,FHD,41.0,1,1.44,12099000,1920x1080,1920,1080
335,Laptop Lenovo Thinkpad E14 Gen 5 (21JK0069VA) (i5 1335U/16GB RAM/512GB SSD/14.0 WUXGA/Dos/ Đen),Lenovo,Intel,i5,16,40,intel,SSD,512,Dos,14,WUXGA,47.0,1,1.53 ,19599000,1920x1200,1920,1200
336,Laptop Dell Vostro 16 5630 (THT7N) (i7 1360P 16GB RAM/512GB SSD/ RTX 2050 4G/16.0 inch FHD+/ Win11/Office HS21/Xám/Vỏ nhôm),Dell,Intel,i7,16,16,nvidia,SSD,512,Windows 11,16.0,FHD,54.0,1,1.9,28349000,1920x1200,1920,1200
337,Laptop Asus VivoBook F415EA-AS31 (i3 1115G4/4GB RAM/128GB SSD/14 FHD/Win11/Xám)(NK_Bảo hành tại HACOM),Asus,Intel,i3,4,16,intel,SSD,128,Windows 10,15.6,FHD,37.0,1,1.7,7499000,1920x1080,1920,1080
338,Laptop Dell Inspiron 3520 (71003262) (i7 1255U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen),Dell,Intel,i7,8,16,intel,SSD,512,Windows 11,15.6,FHD,54.0,1,1.65,18649000,1920x1080,1920,1080
339,Laptop Asus ZenBook S UX5304VA-NQ126W (i7 1355U/32GB RAM/1TB SSD/13.3 2.8K Oled/Win11/Cáp/Túi/Xám),Asus,Intel,i7,31,16,intel,SSD,1024,Windows 11,14.0,FHD,63.0,0,1.00 ,37349000,1920x1080,1920,1080
340,Laptop Acer Swift X SFX14-71G-78SY (NX.KEVSV.006) (i7-13700H/32GB/ 1TB SSD/RTX4050 6GB/14 inch 2.8K OLED 120Hz/Win11/Xám) ,Acer,Intel,i7,32,32,nvidia,SSD,1024,Windows 11,14.5,FHD,76.0,1,1.5,42349000,2880x1800,2880,1800
341,Laptop Asus ZenBook UX3402VA-KM068W (i7 1360P/16GB RAM/512GB SSD/14 Oled/Win11/Cáp/Túi/Xanh),Asus,Intel,i7,16,16,intel,SSD,512,Windows 11,14,FHD,75.0,1,1.10 ,26349000,2880x1800,2880,1800
342,Laptop Dell Vostro 3520 (Intel Core i7-1255U/8GB RAM/512GB SSD/MX550 2GB/15.6 inch FHD 120Hz/Dos/Xám) (NK_Bảo hành tại HACOM),Dell,Intel,i7,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,41.0,1,1.66,17849000,1920x1080,1920,1080
343,Laptop Asus ZenBook S UX5304VA-NQ125W (i7 1355U/16GB RAM/512GB SSD/13.3 2.8K Oled/Win11/Cáp/Túi/Xám),Asus,Intel,i7,16,16,intel,SSD,512,Windows 11,14.0,FHD,63.0,0,1.00 ,32349000,1920x1080,1920,1080
344,Laptop Lenovo IdeaPad Slim 5 14ILR8 (82XD002VVN) (i5 13500H/16GB RAM/512GB SSD/14 WUXGA OLED/Win11/Xám),Lenovo,Intel,i5,16,16,intel,SSD,512,Windows 11,14,WUXGA,56.6,1,1.46 ,17799000,1920x1200,1920,1200
345,Laptop Asus ZenBook UX3402VA-KM085W (i5 1340P/16GB RAM/512GB SSD/14 Oled/Win11/Cáp/Túi/Xanh),Asus,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,75.0,1,1.39 ,22799000,2880x1800,2880,1800
346,Laptop Dell Inspiron 14 7430 (T7430-i7U165W11SLU) (i7 1355U/16GB RAM/512GB SSD/14.0 inch FHD+ /Cảm ứng/Bút/Win11/Office HS21/Bạc),Dell,Intel,i7,16,16,intel,SSD,512,Windows 11,14.0,FHD,54.0,1,1.58,27649000,1920x1200,1920,1200
347,Laptop Lenovo IdeaPad Slim 5 14ILR8 (82XD008LVNN) (i5 13500H/16GB RAM/1TB SSD/14 WUXGA Oled/Win11/Xám),Lenovo,Intel,i5,16,16,intel,SSD,1024,Windows 11,14,WUXGA,56.6,1,1.46 ,18799000,1920x1200,1920,1200
348,Laptop Lenovo V15 Gen 4 (83A1000RVN) (i5 1335U/8GB RAM/512GB SSD/15.6 FHD/Win11/Xám),Lenovo,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,45.0,1,1.65 ,13299000,1920x1080,1920,1080
349,Laptop Lenovo Thinkpad E16 Gen 1 (21JN006AVA) (i7 1355U/16GB RAM/512GB SSD/16 WUXGA/Dos/ Đen),Lenovo,Intel,i7,8,40,intel,SSD,512,Windows 11,16,WUXGA,47.0,1,1.81 ,22849000,1920x1200,1920,1200
350,Laptop Asus VivoBook X1504ZA-NJ517W (i5 1235U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),Asus,Intel,i5,8,8,intel,SSD,512,Windows 11,15.6,FHD,42.0,1,1.70,14799000,1920x1080,1920,1080
351,Laptop Asus ZenBook UX3405MA-PP588W (Ultra 5 125H/16GB RAM/512GB SSD/14 3K/Win11/Túi/Bạc),Asus,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,75.0,1,1.20,27299000,2880x1800,2880,1800
352,Laptop Lenovo Thinkpad E16 Gen 1 (21JN006GVN) (i7 1355U/16GB RAM/512GB SSD/16 WUXGA/Win11/Đen),Lenovo,Intel,i7,16,40,intel,SSD,512,Windows 11,16,WUXGA,47.0,1,1.81 ,22949000,1920x1200,1920,1200
353,Laptop Acer Swift 3 Super SF314-71-74WD (NX.KAWSV.001) (i7-12700H/16GB RAM/1TB SSD/14.0 inch 2.8K OLED/Win11/Vàng/vỏ nhôm) ,Acer,Intel,i7,16,16,intel,SSD,1024,Windows 11,14,FHD,57.0,1,1.4,32349000,2880x1800,2880,1800
354,Laptop HP Pavilion 14-dv2073TU(7C0P2PA) (i5 1235U/16GB RAM/512GB SSD/14 FHD/Win11/Vàng),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.6 ,16999000,1920x1080,1920,1080
355,Laptop Acer Swift 3 EVO SF314-512-741L (NX.K7JSV.001) (i7-1260P/16GB RAM/1TB SSD/14.0 inch QHD/Win11/Vàng/vỏ nhôm) ,Acer,Intel,i7,16,16,intel,SSD,1024,Windows 11,14,QHD,56.0,1,1.2,26349000,2560x1440,2560,1440
356,Laptop Dell Latitude 3540 (71021487) (i5-1335U/8GB RAM/256GB SSD/15.6 inch FHD/ Fedora/Xám),Dell,Intel,i5,8,16,intel,SSD,512,Fedora,15.6,FHD,42.0,1,1.86 ,15499000,1920x1080,1920,1080
357,Laptop Dell Vostro 15 3530 (V3530-i7U085W11GRD2) (i7 1355U 8GB RAM/512GB SSD/MX550 2G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i7,8,16,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1,1.65,21699000,1920x1080,1920,1080
358,Laptop Dell Inspiron 3530 (71011775) (i7 1355U 8GB RAM/512GB SSD/ 15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i7,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,18249000,1920x1080,1920,1080
359,Laptop Dell Vostro 3520 (Y4G15) (i7-1255U/8GB RAM/512GB SSD/MX550 2GB/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i7,8,16,nvidia,SSD,512,Dos,15.6,FHD,41.0,1,1.66,18649000,1920x1080,1920,1080
360,Laptop Lenovo ThinkBook 15 G4 (21DJ00GUVN) (i5 1235U/8GB RAM/256GB SSD/15.6 FHD/Dos/Xám),Lenovo,Intel,i5,8,40,intel,SSD,256,No OS,15.6,FHD,45.0,1,1.7,16299000,1920x1080,1920,1080
361,Laptop Dell Vostro 3520 (i3 1215U 8GB/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i3,8,16,intel,SSD,512,Dos,15.6,FHD,41.0,1,1.66,9699000,1920x1080,1920,1080
362,Laptop Lenovo ThinkBook 15 G4 (21DJ00CWVN) (i7 1255U/8GB RAM/512GB SSD/15.6 FHD/Win11/Xám),Lenovo,Intel,i7,8,40,intel,SSD,512,No OS,15.6,FHD,45.0,1,1.7,17349000,1920x1080,1920,1080
363,Laptop Dell Vostro 3520 (P112F007) (i7-1255U/16GB/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i7,16,16,intel,SSD,512,Dos,15.6,FHD,41.0,1,1.83,16949000,1920x1080,1920,1080
364,Laptop Dell Vostro 15 3530 (80GG92) (i3 1305U 8GB RAM/256GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i3,8,16,intel,SSD,256,Windows 11,15.6,FHD,41.0,1,1.65,12099000,1920x1080,1920,1080
365,Laptop Dell Vostro 3520 (F0V0V A02) (i5-1235U/16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16,16,intel,SSD,512,Dos,15.6,FHD,41.0,1,1.83,13299000,1920x1080,1920,1080
366,Laptop Dell Inspiron 3520 (71027003) (i5 1235U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen)	,Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,14399000,1920x1080,1920,1080
367, Laptop Dell Inspiron 3520 (25P231) (i5 1235U 16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,15499000,1920x1080,1920,1080
368,Laptop Dell Inspiron 14 5430 (N5430-i5P165W11SL2050) (i5 1340P/16GB RAM/512GB SSD/RTX 2050 4G/14.0 inch 2.5K/Win11/Office HS21/Bạc/Vỏ nhôm),Dell,Intel,i5,16,16,nvidia,SSD,512,Windows 11,14.0,2.5K,54.0,1,1.53,27099000,2560x1600,2560,1600
369,Laptop Dell Vostro 15 3530 (V5I3465W1) (i3 1305U 8GB/512GB SSD/15.6FHD 120Hz/Win11/OfficeHS21/Xám) ,Dell,Intel,i3,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,12499000,1920x1080,1920,1080
370,Laptop Dell Inspiron 3530 (N3530-i3U085W11BLU) (i3 1305U 8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i3,8,32,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,12499000,1920x1080,1920,1080
371,Laptop HP Pavilion 14-dv2075TU(7C0W2PA) (i5 1235U/8GB RAM/512GB SSD/14 FHD/Win11/Bạc),HP,Intel,i5,8,16,intel,SSD,512,Windows 11,14.0,FHD,41.0,1,1.6 ,16099000,1920x1080,1920,1080
372,Laptop Dell Inspiron 3520 (N3520-i5U085W11BLU) (i5 1235U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,14299000,1920x1080,1920,1080
373,Laptop HP 14-dq5121TU (8W355PA) (i3 1215U/8GB RAM/512GB SSD/14 FHD/Win11/Bạc),HP,Intel,i3,4,16,intel,SSD,512,Windows 11,14.0,FHD,41.04,1,1.40 ,11099000,1920x1080,1920,1080
374,Laptop HP Pavilion 15-eg3111TU (8U6L8PA) (i5 1335U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,15.6,FHD,41.04,1,1.68 ,19599000,1920x1080,1920,1080
375,Laptop HP Pavilion X360 14-ek1049TU (80R27PA) (i5 1335U/16GB RAM/512GB SSD/14 FHD Cảm ứng/Bút/Win11/Vàng),HP,Intel,i5,16,16,intel,SSD,512,Windows 11,14.0,FHD,43.3,1,1.53 ,22299000,1920x1080,1920,1080
376,Laptop Dell Vostro 15 3530 (80GG9) (i5 1335U 8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i5,8,16,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.65,16599000,1920x1080,1920,1080
377,Laptop HP Elitebook 630 G9 (6M145PA) (i7 1255U/8GB RAM/512GB SSD/13.3 FHD/Win11/Bạc),HP,Intel,i7,8,16,intel,SSD,512,Windows 11,13.3,FHD,42.0,1,1.28 ,20349000,1920x1080,1920,1080
378,Laptop HP 15s-fq5160TU (7C0S1PA) (i5 1235U/16GB RAM/512GB SSD/15.6 FHD/Win 11/Bạc),HP,Intel,i5,16,64,intel,SSD,512,Windows 11,15.6,FHD,41.0,1,1.69 ,16299000,1920x1080,1920,1080
